Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDJ52,2576.0,OUT046
DRG01,1292.0,OUT017
FDP52,3688.0,OUT013
FDU58,3084.0,OUT017
FDL02,1824.0,OUT045
FDG28,3888.0,OUT013
FDA19,2132.0,OUT035
FDW46,2588.0,OUT027
NCD43,1676.0,OUT049
DRG39,856.0,OUT013
NCF55,624.0,OUT049
FDJ07,1936.0,OUT046
FDE08,2452.0,OUT046
FDP56,-1084.0,OUT019
FDT45,932.0,OUT045
FDF17,2784.0,OUT018
FDX44,1476.0,OUT046
FDM28,4288.0,OUT027
FDI36,3216.0,OUT049
FDS07,1908.0,OUT045
FDD36,1948.0,OUT045
FDW11,1016.0,OUT046
FDN40,2464.0,OUT049
NCQ18,1576.0,OUT049
NCQ54,2712.0,OUT017
NCS42,1504.0,OUT045
DRH39,-696.0,OUT010
FDC09,3188.0,OUT027
FDT08,540.0,OUT010
FDC08,3668.0,OUT035
FDT20,732.0,OUT017
FDS35,1084.0,OUT035
FDX58,2612.0,OUT018
FDW58,1756.0,OUT046
DRD27,1604.0,OUT046
FDH32,-348.0,OUT019
FDS26,4164.0,OUT035
FDQ31,1492.0,OUT046
FDP11,3176.0,OUT018
FDD58,1684.0,OUT017
FDM33,3492.0,OUT045
FDZ16,3136.0,OUT049
NCS29,2284.0,OUT010
NCM18,-972.0,OUT019
FDP11,3488.0,OUT049
NCC42,2340.0,OUT017
DRM23,2748.0,OUT046
NCN55,5236.0,OUT027
FDK46,4104.0,OUT013
FDR01,3268.0,OUT046
NCA05,2452.0,OUT045
NCP43,2916.0,OUT017
FDR12,868.0,OUT010
FDQ01,4136.0,OUT013
FDM13,2156.0,OUT046
FDQ19,3980.0,OUT017
FDK56,1012.0,OUT019
NCX06,1000.0,OUT010
FDO56,3420.0,OUT027
FDU45,1908.0,OUT045
FDI16,-1032.0,OUT019
FDL32,1900.0,OUT046
FDA07,2076.0,OUT046
FDA14,2360.0,OUT045
FDV46,3700.0,OUT027
NCO07,3436.0,OUT035
NCP41,1748.0,OUT046
FDY60,2032.0,OUT018
FDN38,4116.0,OUT017
FDO15,1308.0,OUT046
FDT60,1988.0,OUT013
FDA55,3660.0,OUT035
FDE02,-332.0,OUT010
DRJ39,3500.0,OUT049
FDV34,1324.0,OUT035
FDS20,4396.0,OUT027
FDF02,3152.0,OUT027
FDW40,2368.0,OUT017
NCB43,2968.0,OUT046
FDR58,1548.0,OUT017
DRJ59,724.0,OUT035
NCD30,1660.0,OUT017
FDE14,1748.0,OUT017
FDC28,1432.0,OUT018
FDU16,1104.0,OUT018
NCD19,964.0,OUT035
FDU21,684.0,OUT046
FDV59,4876.0,OUT027
FDU03,2980.0,OUT045
FDC33,1324.0,OUT010
NCR42,636.0,OUT035
DRH59,1264.0,OUT035
NCM31,2328.0,OUT035
FDS50,3536.0,OUT035
FDP39,908.0,OUT046
FDQ55,1964.0,OUT013
FDV36,76.0,OUT019
FDI05,2704.0,OUT027
FDS45,3228.0,OUT027
FDA39,720.0,OUT045
FDC37,-132.0,OUT010
FDJ60,4144.0,OUT027
DRQ35,1984.0,OUT046
NCJ06,1936.0,OUT046
NCY42,2008.0,OUT018
DRM37,3096.0,OUT049
FDR14,856.0,OUT045
FDE51,768.0,OUT049
FDT33,2772.0,OUT017
FDR08,1860.0,OUT013
FDE36,748.0,OUT010
FDL22,-468.0,OUT019
FDR44,2172.0,OUT013
FDI56,-484.0,OUT019
FDE47,184.0,OUT010
FDV27,-396.0,OUT010
FDV10,772.0,OUT049
FDC40,1324.0,OUT045
NCX41,3372.0,OUT013
NCQ38,3156.0,OUT027
FDV12,3120.0,OUT027
FDE52,1512.0,OUT017
FDG20,4316.0,OUT027
FDV16,2048.0,OUT027
FDI32,1916.0,OUT017
FDJ32,1076.0,OUT049
FDN39,2460.0,OUT018
FDY34,2788.0,OUT017
FDC14,840.0,OUT035
FDA55,3692.0,OUT017
FDZ50,992.0,OUT010
DRG13,2620.0,OUT049
FDP01,2532.0,OUT013
NCG54,2796.0,OUT017
FDM13,2184.0,OUT045
NCO18,4276.0,OUT027
NCW41,2524.0,OUT013
FDM52,3792.0,OUT027
NCF55,640.0,OUT035
FDT09,2180.0,OUT046
NCM19,1840.0,OUT035
FDW12,2108.0,OUT018
FDP15,2112.0,OUT019
FDK36,872.0,OUT045
FDZ25,2876.0,OUT035
NCW06,3080.0,OUT049
FDW60,2920.0,OUT046
DRC49,2292.0,OUT013
NCT17,3068.0,OUT035
NCN06,2308.0,OUT018
FDC45,2748.0,OUT013
DRJ47,776.0,OUT019
NCF06,4112.0,OUT045
FDE21,12.0,OUT010
DRG27,668.0,OUT013
FDW40,2296.0,OUT049
NCO53,2952.0,OUT046
FDE23,864.0,OUT049
FDQ16,1760.0,OUT046
FDS26,4112.0,OUT045
FDZ13,-1032.0,OUT010
FDS14,2484.0,OUT049
FDC10,1996.0,OUT045
FDY16,2984.0,OUT049
FDJ20,2116.0,OUT035
FDV43,796.0,OUT035
FDZ32,3220.0,OUT027
FDR23,2796.0,OUT046
FDN24,936.0,OUT035
FDE34,4348.0,OUT027
FDU31,3540.0,OUT013
FDW33,1436.0,OUT018
FDU26,1924.0,OUT046
FDE20,4220.0,OUT027
NCW05,1752.0,OUT035
FDB22,2132.0,OUT018
FDO56,1948.0,OUT046
FDA19,3548.0,OUT027
DRI39,932.0,OUT045
FDH52,728.0,OUT018
FDZ50,2952.0,OUT035
NCN42,2392.0,OUT035
FDB53,2352.0,OUT013
DRG11,1808.0,OUT017
DRK11,3812.0,OUT027
FDQ60,2072.0,OUT017
FDT36,664.0,OUT017
DRG25,2624.0,OUT018
DRJ23,3040.0,OUT046
FDG05,2584.0,OUT035
NCK06,1644.0,OUT018
FDU52,2512.0,OUT017
FDW07,1188.0,OUT018
NCM17,800.0,OUT045
FDA22,2760.0,OUT045
NCA41,2808.0,OUT018
FDF38,848.0,OUT035
FDH52,1072.0,OUT046
FDY58,1652.0,OUT019
FDZ16,3144.0,OUT045
NCM18,1068.0,OUT017
FDA22,2404.0,OUT018
NCJ43,2836.0,OUT035
FDI34,5140.0,OUT027
FDG56,1092.0,OUT046
FDS34,1932.0,OUT046
DRC01,892.0,OUT035
FDQ04,696.0,OUT035
FDK04,992.0,OUT035
FDT51,1852.0,OUT049
FDV26,3192.0,OUT017
FDS04,2288.0,OUT049
FDW43,3396.0,OUT018
FDQ28,576.0,OUT010
NCK06,2004.0,OUT017
FDS23,1768.0,OUT018
FDZ36,1080.0,OUT019
FDE56,788.0,OUT018
FDW10,4236.0,OUT027
NCN14,2992.0,OUT045
NCQ18,1600.0,OUT045
FDW08,1804.0,OUT017
FDU43,3852.0,OUT035
FDR33,-140.0,OUT010
FDM24,548.0,OUT010
NCZ05,1692.0,OUT046
NCV41,1872.0,OUT035
FDV11,2500.0,OUT018
NCY05,692.0,OUT035
FDV44,2764.0,OUT018
FDW32,1452.0,OUT049
NCU18,3712.0,OUT027
NCC43,3996.0,OUT035
FDW19,1860.0,OUT013
FDN31,3108.0,OUT035
FDI48,936.0,OUT045
FDS24,1584.0,OUT017
FDF46,1876.0,OUT049
DRG23,2476.0,OUT017
FDG14,2208.0,OUT018
NCY30,2868.0,OUT049
FDO28,1648.0,OUT018
DRD24,2288.0,OUT035
FDI33,1508.0,OUT049
FDN32,3012.0,OUT046
FDR16,3416.0,OUT045
FDF26,2564.0,OUT046
NCN29,548.0,OUT018
FDE20,2796.0,OUT045
FDA46,3084.0,OUT046
FDU28,3040.0,OUT045
FDQ48,1700.0,OUT045
FDV36,2088.0,OUT013
FDR14,540.0,OUT018
FDP23,3496.0,OUT017
FDP56,900.0,OUT013
FDK48,-636.0,OUT010
FDR48,2456.0,OUT046
NCY29,980.0,OUT049
FDM22,644.0,OUT018
DRJ01,2556.0,OUT013
FDZ43,3964.0,OUT045
FDV03,2524.0,OUT035
FDX11,4372.0,OUT027
NCA41,4536.0,OUT027
FDE38,2784.0,OUT017
FDI27,480.0,OUT018
FDN32,2964.0,OUT013
NCN43,2036.0,OUT017
FDB47,4740.0,OUT027
FDV03,2560.0,OUT017
NCN30,1620.0,OUT045
NCV54,24.0,OUT010
FDV07,1820.0,OUT013
FDP07,3188.0,OUT049
FDK48,928.0,OUT018
FDM15,524.0,OUT019
FDY19,3364.0,OUT027
FDK46,4132.0,OUT046
FDY11,1180.0,OUT045
FDH09,1072.0,OUT046
FDO08,4148.0,OUT027
FDU14,3948.0,OUT013
FDD22,3268.0,OUT027
FDM27,2612.0,OUT017
FDL02,3244.0,OUT027
NCA17,2416.0,OUT035
FDE38,736.0,OUT019
NCG07,3000.0,OUT049
DRC27,3892.0,OUT013
FDA27,4092.0,OUT035
FDW40,2320.0,OUT045
DRI11,1860.0,OUT013
FDN50,1656.0,OUT046
FDR12,2804.0,OUT046
FDT34,3124.0,OUT027
FDW11,1056.0,OUT035
NCO30,4356.0,OUT027
FDZ34,3196.0,OUT017
FDU45,1940.0,OUT017
NCD42,700.0,OUT035
FDX25,2972.0,OUT045
NCR29,968.0,OUT046
FDX43,756.0,OUT019
FDB04,-488.0,OUT010
FDR49,2260.0,OUT027
FDS39,1992.0,OUT018
FDW58,1764.0,OUT045
FDG22,-1244.0,OUT019
FDG31,1120.0,OUT017
NCV53,5256.0,OUT027
DRJ37,2408.0,OUT035
FDV07,1852.0,OUT035
FDW52,2376.0,OUT018
FDT15,3028.0,OUT045
FDD02,1672.0,OUT018
FDM16,1272.0,OUT035
NCE55,2784.0,OUT046
FDB57,3300.0,OUT018
FDQ04,720.0,OUT013
FDQ47,-1360.0,OUT019
FDY14,2188.0,OUT019
DRK37,3024.0,OUT017
FDO25,3436.0,OUT017
FDL57,4172.0,OUT046
NCK29,1684.0,OUT018
FDK46,5572.0,OUT027
NCB43,1028.0,OUT010
DRE01,5204.0,OUT027
FDC46,2652.0,OUT018
FDQ23,1716.0,OUT045
FDX38,864.0,OUT049
FDG60,3464.0,OUT018
FDW55,4052.0,OUT017
FDP39,864.0,OUT013
FDB20,1020.0,OUT018
FDV21,2076.0,OUT017
FDZ02,1588.0,OUT013
FDP19,3516.0,OUT027
FDA38,3848.0,OUT035
FDH22,2060.0,OUT045
DRM11,4156.0,OUT045
FDO12,4556.0,OUT027
FDT14,1948.0,OUT049
FDW34,1964.0,OUT010
FDG04,4424.0,OUT027
FDW59,1088.0,OUT018
FDR33,1476.0,OUT018
FDP32,2108.0,OUT013
FDL13,5196.0,OUT027
FDD22,1840.0,OUT013
FDV40,2608.0,OUT027
NCD55,720.0,OUT046
FDQ20,-1164.0,OUT010
FDD28,984.0,OUT045
FDC39,3300.0,OUT045
NCR17,1920.0,OUT049
DRO35,1572.0,OUT018
FDF40,3980.0,OUT049
FDR31,2084.0,OUT018
NCQ41,3188.0,OUT017
FDP38,916.0,OUT046
NCU54,4740.0,OUT027
FDG22,364.0,OUT018
DRK59,3708.0,OUT013
FDC37,1756.0,OUT046
NCO42,2340.0,OUT013
NCT42,2460.0,OUT017
FDX27,1568.0,OUT035
FDV40,912.0,OUT018
FDT45,2364.0,OUT027
FDS47,-552.0,OUT019
FDR45,3828.0,OUT035
FDB03,3816.0,OUT045
FDO49,992.0,OUT035
FDU60,4160.0,OUT027
FDB26,672.0,OUT018
FDB46,3492.0,OUT017
FDQ37,1180.0,OUT019
FDN03,4076.0,OUT017
NCX30,3960.0,OUT045
FDK32,572.0,OUT019
DRM47,3056.0,OUT013
NCO02,1136.0,OUT046
FDP04,1064.0,OUT013
NCO43,1664.0,OUT049
FDD59,1420.0,OUT013
FDQ10,2820.0,OUT017
FDW45,2420.0,OUT035
NCK30,4044.0,OUT049
FDU31,3188.0,OUT018
NCQ17,512.0,OUT019
FDN01,2892.0,OUT017
FDZ19,2820.0,OUT049
DRG37,2520.0,OUT017
FDE32,716.0,OUT045
FDO34,2716.0,OUT049
FDM04,-1072.0,OUT019
FDZ25,2836.0,OUT049
FDU08,1660.0,OUT049
NCW30,4112.0,OUT045
NCM18,1004.0,OUT013
FDS22,820.0,OUT035
NCH18,3932.0,OUT017
FDC23,2904.0,OUT013
FDY46,2984.0,OUT013
NCU06,3640.0,OUT046
FDX57,1676.0,OUT045
FDX36,5036.0,OUT027
FDL16,784.0,OUT045
FDT16,2240.0,OUT010
FDN16,1384.0,OUT018
FDC03,3140.0,OUT046
DRF60,3748.0,OUT013
FDS27,4604.0,OUT027
FDP33,2132.0,OUT010
FDJ36,1376.0,OUT018
NCR42,556.0,OUT013
FDV14,1444.0,OUT017
NCP42,3136.0,OUT035
FDB50,2768.0,OUT027
NCC30,4244.0,OUT027
FDA23,1360.0,OUT018
FDW16,1568.0,OUT017
FDQ52,1984.0,OUT010
FDB58,2372.0,OUT049
NCP29,1088.0,OUT049
NCM05,4216.0,OUT045
FDO25,3396.0,OUT013
NCM54,2056.0,OUT046
NCL54,2760.0,OUT046
FDL39,984.0,OUT010
FDF53,2592.0,OUT018
NCQ42,2088.0,OUT035
FDF58,1064.0,OUT013
FDZ04,1080.0,OUT035
FDE26,384.0,OUT019
FDS60,2944.0,OUT017
FDV58,3204.0,OUT017
FDM04,920.0,OUT045
FDE08,2412.0,OUT035
NCB43,2968.0,OUT049
FDU11,16.0,OUT010
FDF22,1428.0,OUT019
FDE24,2280.0,OUT013
DRJ49,2088.0,OUT046
NCQ53,3792.0,OUT035
NCL41,636.0,OUT013
FDR22,1848.0,OUT013
FDH04,1560.0,OUT035
DRH15,736.0,OUT045
FDY40,856.0,OUT049
NCI17,1624.0,OUT035
NCC18,2744.0,OUT013
FDY28,4800.0,OUT027
FDB45,3156.0,OUT027
NCL30,1732.0,OUT018
FDM10,3452.0,OUT017
FDH22,3484.0,OUT027
NCZ53,3096.0,OUT017
NCI18,3528.0,OUT013
FDH14,3808.0,OUT027
FDR36,2216.0,OUT027
FDW01,2508.0,OUT045
FDK02,3408.0,OUT027
FDJ02,2152.0,OUT018
FDU55,4164.0,OUT013
NCV18,2796.0,OUT027
FDH14,2020.0,OUT018
FDZ37,1572.0,OUT045
FDX49,3784.0,OUT049
NCD43,1700.0,OUT046
FDZ07,1084.0,OUT013
FDK43,2088.0,OUT035
FDR32,3396.0,OUT018
FDT39,2492.0,OUT013
NCV54,1988.0,OUT017
FDF38,512.0,OUT018
FDV60,3200.0,OUT046
FDH44,3836.0,OUT027
FDS21,1092.0,OUT046
NCL41,664.0,OUT045
FDM46,1580.0,OUT017
FDU27,908.0,OUT045
NCJ54,3740.0,OUT017
DRG51,2332.0,OUT018
NCA29,760.0,OUT019
FDR47,3112.0,OUT045
NCL19,3728.0,OUT027
DRG01,1232.0,OUT049
FDG10,1036.0,OUT046
NCV05,2472.0,OUT049
NCH18,1896.0,OUT019
FDV14,1088.0,OUT018
DRJ23,3060.0,OUT035
DRJ11,2980.0,OUT046
FDZ03,3024.0,OUT017
FDI27,-1120.0,OUT010
FDJ14,1132.0,OUT018
FDU32,2036.0,OUT017
FDD47,4240.0,OUT027
DRF36,3036.0,OUT035
FDM21,4116.0,OUT046
FDV10,484.0,OUT018
FDH60,2848.0,OUT018
FDX47,624.0,OUT010
FDT19,868.0,OUT019
FDO11,4036.0,OUT045
FDH24,3980.0,OUT027
FDL02,1532.0,OUT018
FDB02,2920.0,OUT049
FDA43,3156.0,OUT046
FDG52,800.0,OUT045
DRC12,2988.0,OUT013
FDY37,2076.0,OUT018
NCU18,2284.0,OUT045
FDU09,1020.0,OUT035
DRJ25,2220.0,OUT027
DRE12,1488.0,OUT018
DRL47,2072.0,OUT017
DRK01,1536.0,OUT046
FDC22,1116.0,OUT019
FDG44,916.0,OUT013
FDW04,2152.0,OUT035
FDK09,3636.0,OUT049
NCN43,2024.0,OUT035
FDG04,2992.0,OUT049
FDH32,-340.0,OUT010
DRI47,2392.0,OUT017
DRE15,1224.0,OUT013
FDY11,1212.0,OUT035
FDO60,792.0,OUT049
FDQ20,436.0,OUT018
FDO57,4020.0,OUT027
FDT14,-32.0,OUT019
FDA57,724.0,OUT049
DRN35,672.0,OUT017
FDJ03,872.0,OUT046
FDX28,1672.0,OUT017
DRE25,1480.0,OUT045
FDR09,4148.0,OUT046
FDB23,3724.0,OUT035
FDO08,2708.0,OUT045
FDQ23,1648.0,OUT049
FDW04,2120.0,OUT013
DRK13,1188.0,OUT010
NCL17,3720.0,OUT027
FDY21,3124.0,OUT035
FDJ38,4532.0,OUT027
FDA37,172.0,OUT019
FDV43,796.0,OUT013
FDL36,1520.0,OUT046
FDD53,720.0,OUT045
FDZ19,916.0,OUT010
FDV21,2044.0,OUT045
NCL54,2448.0,OUT018
DRI47,3744.0,OUT027
DRG03,2476.0,OUT049
FDG21,2608.0,OUT013
FDW03,1452.0,OUT018
NCI55,1960.0,OUT046
DRC36,852.0,OUT019
FDH22,2116.0,OUT017
FDV20,2156.0,OUT045
NCU41,4516.0,OUT027
FDN46,3156.0,OUT027
FDK50,2672.0,OUT045
NCA05,3816.0,OUT027
DRH01,2428.0,OUT018
FDT08,2116.0,OUT018
FDM08,3324.0,OUT018
FDZ07,1100.0,OUT035
FDS22,892.0,OUT017
FDV35,3920.0,OUT027
FDI28,-640.0,OUT010
FDW58,3196.0,OUT027
FDT52,3936.0,OUT045
FDY34,2692.0,OUT046
FDR10,2604.0,OUT046
FDK57,2012.0,OUT017
FDR02,3180.0,OUT027
FDX49,3808.0,OUT046
FDQ20,748.0,OUT046
DRK23,4004.0,OUT045
NCW06,3052.0,OUT046
FDR31,2468.0,OUT017
NCE43,2676.0,OUT013
DRO59,2680.0,OUT027
FDN09,3908.0,OUT049
FDR11,2604.0,OUT046
FDO57,2600.0,OUT013
NCX18,3180.0,OUT017
FDB05,3616.0,OUT018
FDQ08,780.0,OUT018
NCG43,1556.0,OUT035
FDJ56,1676.0,OUT013
FDA13,-1232.0,OUT010
FDO56,2004.0,OUT017
FDB37,3568.0,OUT018
FDZ02,1284.0,OUT018
FDQ24,3984.0,OUT046
FDM16,1248.0,OUT013
FDU35,1616.0,OUT049
FDT35,2764.0,OUT035
NCX30,3924.0,OUT049
FDG04,3040.0,OUT017
FDI12,1488.0,OUT035
FDE35,1128.0,OUT035
NCP14,3124.0,OUT027
NCY53,1824.0,OUT045
FDP49,1056.0,OUT017
FDQ04,760.0,OUT017
FDM39,2860.0,OUT035
FDO58,660.0,OUT019
FDC56,1996.0,OUT017
NCQ54,2680.0,OUT046
FDV10,2212.0,OUT027
NCK17,720.0,OUT046
NCF55,2060.0,OUT027
FDV33,4168.0,OUT013
NCH29,-372.0,OUT019
FDA37,3544.0,OUT027
FDH46,1404.0,OUT018
FDS25,1900.0,OUT035
FDH04,2920.0,OUT027
FDX52,3088.0,OUT046
NCD42,724.0,OUT017
FDW47,2024.0,OUT017
FDL25,3004.0,OUT027
NCJ06,24.0,OUT010
FDY09,2800.0,OUT013
FDS40,648.0,OUT046
FDH41,3456.0,OUT017
FDG38,1516.0,OUT035
FDU03,4360.0,OUT027
FDV20,2140.0,OUT046
DRB13,3068.0,OUT045
NCQ30,1928.0,OUT013
NCH06,3868.0,OUT013
FDU50,1528.0,OUT018
NCO42,372.0,OUT019
FDW09,1068.0,OUT018
FDH04,1504.0,OUT013
FDC21,1836.0,OUT045
FDL21,764.0,OUT049
FDM46,-404.0,OUT010
FDT22,-956.0,OUT019
FDB28,3156.0,OUT035
FDI12,1188.0,OUT018
FDA28,2080.0,OUT045
FDF59,2108.0,OUT013
FDM45,3444.0,OUT027
FDQ56,1436.0,OUT017
FDR46,2356.0,OUT049
FDT01,3448.0,OUT013
FDD16,2656.0,OUT027
NCU30,656.0,OUT010
FDM40,352.0,OUT010
FDI56,1564.0,OUT035
NCS30,2036.0,OUT013
FDU08,1700.0,OUT017
FDX51,4596.0,OUT027
FDA43,3180.0,OUT045
FDX59,-1324.0,OUT010
FDC37,1440.0,OUT018
FDP58,3472.0,OUT013
NCY42,2312.0,OUT035
FDF21,2780.0,OUT018
FDU10,2148.0,OUT027
DRL47,1704.0,OUT018
FDA58,3468.0,OUT018
FDJ22,3100.0,OUT049
FDK50,2636.0,OUT046
FDO38,1376.0,OUT035
DRF60,3800.0,OUT035
NCZ42,1788.0,OUT019
FDD35,1984.0,OUT049
FDL25,1600.0,OUT045
FDJ16,936.0,OUT013
DRK59,3720.0,OUT049
FDI50,3776.0,OUT046
NCB19,1432.0,OUT045
DRI37,992.0,OUT035
FDA14,3776.0,OUT027
FDC08,3372.0,OUT018
FDS45,1764.0,OUT046
FDI21,1116.0,OUT049
DRJ47,2812.0,OUT035
DRE37,4396.0,OUT027
FDT55,2292.0,OUT018
NCG42,3500.0,OUT027
FDA31,2764.0,OUT049
NCW42,3520.0,OUT046
FDF50,3208.0,OUT017
FDK56,3012.0,OUT049
FDX10,716.0,OUT035
NCK07,4056.0,OUT027
FDZ49,3660.0,OUT017
FDR33,1784.0,OUT013
FDO44,1516.0,OUT018
FDA20,3012.0,OUT046
NCL30,2076.0,OUT045
FDI05,-728.0,OUT019
FDQ12,3344.0,OUT018
FDH47,1696.0,OUT017
FDH34,2676.0,OUT018
FDF29,2160.0,OUT046
FDG40,288.0,OUT018
NCE18,3996.0,OUT017
FDP21,1156.0,OUT010
FDY50,1408.0,OUT013
FDB36,2148.0,OUT049
NCZ29,2072.0,OUT049
FDU20,1692.0,OUT018
FDO56,1972.0,OUT013
FDW31,3220.0,OUT049
DRH59,1224.0,OUT013
NCB30,3196.0,OUT017
FDK43,3512.0,OUT027
FDW43,3740.0,OUT045
NCL19,2344.0,OUT017
FDJ27,1688.0,OUT046
FDC45,2740.0,OUT046
FDY40,920.0,OUT035
NCM41,1552.0,OUT035
NCK18,672.0,OUT019
FDP37,2120.0,OUT049
FDA27,5492.0,OUT027
NCX30,3944.0,OUT035
FDR09,4140.0,OUT017
FDG08,4236.0,OUT027
NCU30,2620.0,OUT013
FDB16,1464.0,OUT017
FDM16,1296.0,OUT017
FDC48,1364.0,OUT013
NCF18,3020.0,OUT046
FDU46,1180.0,OUT018
FDH41,3080.0,OUT018
NCN42,424.0,OUT010
FDU49,1556.0,OUT046
FDB20,2740.0,OUT027
FDG50,-428.0,OUT019
FDW20,2028.0,OUT045
NCO55,1788.0,OUT049
FDX48,2548.0,OUT046
FDU48,2164.0,OUT046
FDR48,476.0,OUT019
FDK27,2004.0,OUT013
FDT35,2688.0,OUT013
FDN12,1804.0,OUT049
NCE31,-1388.0,OUT019
FDL21,828.0,OUT017
FDV56,1868.0,OUT017
FDR16,3480.0,OUT017
NCP41,1796.0,OUT049
FDJ27,1704.0,OUT013
FDA07,2108.0,OUT017
FDK55,1488.0,OUT049
FDM33,3524.0,OUT049
FDY46,3012.0,OUT046
FDD36,1932.0,OUT046
FDB12,3128.0,OUT027
FDF28,96.0,OUT019
NCE07,340.0,OUT019
FDW50,4036.0,OUT027
NCW18,3796.0,OUT017
NCJ17,-576.0,OUT019
DRZ24,-16.0,OUT010
FDS07,1908.0,OUT035
NCW05,-180.0,OUT010
FDZ22,1068.0,OUT018
FDK02,1964.0,OUT046
FDZ45,4572.0,OUT027
FDL25,1560.0,OUT046
FDS08,2852.0,OUT045
NCZ42,5156.0,OUT027
FDX57,1660.0,OUT035
FDF21,3100.0,OUT046
FDJ56,1300.0,OUT018
FDX10,672.0,OUT013
DRG48,2332.0,OUT035
DRN37,2640.0,OUT046
NCY41,320.0,OUT018
FDN28,1728.0,OUT045
FDE34,2924.0,OUT045
FDR10,2660.0,OUT045
FDC32,1596.0,OUT017
DRG13,2608.0,OUT046
FDP59,1752.0,OUT049
NCT53,748.0,OUT010
FDL57,5556.0,OUT027
FDN32,1084.0,OUT010
FDK09,3308.0,OUT018
FDA52,936.0,OUT010
FDC57,3156.0,OUT049
FDI09,4040.0,OUT035
NCB07,3144.0,OUT046
FDP26,1668.0,OUT035
FDP40,3264.0,OUT027
FDL15,2448.0,OUT013
FDV07,1852.0,OUT046
FDS03,1152.0,OUT017
FDE50,3076.0,OUT049
FDQ15,1404.0,OUT017
FDQ33,500.0,OUT010
FDT22,976.0,OUT013
DRO35,1924.0,OUT035
FDJ41,4136.0,OUT049
FDQ27,1788.0,OUT035
FDC26,1920.0,OUT017
NCF43,3712.0,OUT027
NCR50,2480.0,OUT035
FDE39,1604.0,OUT018
FDN49,2192.0,OUT027
DRG11,1760.0,OUT035
NCA18,1884.0,OUT049
FDM36,2496.0,OUT018
FDW32,1516.0,OUT017
NCQ18,-344.0,OUT010
FDX14,2656.0,OUT027
FDD46,2492.0,OUT017
FDI34,1764.0,OUT019
NCJ17,1424.0,OUT035
FDB52,4084.0,OUT035
FDV55,2028.0,OUT018
FDC57,3132.0,OUT046
FDB29,1904.0,OUT046
NCO43,1672.0,OUT035
FDG44,932.0,OUT045
FDJ34,2108.0,OUT045
FDH40,1384.0,OUT049
NCD07,3224.0,OUT027
FDB41,864.0,OUT017
FDH47,1332.0,OUT018
DRK37,3012.0,OUT035
FDM25,936.0,OUT019
NCX06,2928.0,OUT045
NCS05,2212.0,OUT017
FDS39,2328.0,OUT045
FDC47,5028.0,OUT027
FDG20,2900.0,OUT013
DRL23,1780.0,OUT017
FDY33,2576.0,OUT013
NCH18,3880.0,OUT045
FDX47,2556.0,OUT035
NCB06,2584.0,OUT045
FDP36,908.0,OUT049
FDW44,2516.0,OUT018
NCU41,2768.0,OUT018
NCS17,1588.0,OUT046
FDD46,2516.0,OUT035
FDE45,2916.0,OUT017
FDI09,4056.0,OUT017
NCJ54,1780.0,OUT010
NCA29,2432.0,OUT018
NCN41,3424.0,OUT027
FDY34,2716.0,OUT035
NCG55,1900.0,OUT035
DRM49,756.0,OUT046
NCB42,1896.0,OUT049
FDE58,1924.0,OUT045
DRJ25,808.0,OUT013
FDS47,-512.0,OUT010
FDY21,3164.0,OUT049
NCI54,1792.0,OUT013
FDO24,2584.0,OUT017
FDY43,2748.0,OUT035
FDF35,1464.0,OUT018
NCP29,-904.0,OUT019
FDN28,3112.0,OUT027
FDJ50,636.0,OUT018
FDQ14,3816.0,OUT027
FDC37,1808.0,OUT035
FDN08,1980.0,OUT046
FDD04,2280.0,OUT035
FDW34,3572.0,OUT018
FDP04,1136.0,OUT017
NCG07,3032.0,OUT017
NCN14,2644.0,OUT018
FDJ16,976.0,OUT045
NCM42,1776.0,OUT045
NCF19,840.0,OUT046
FDY21,2828.0,OUT018
FDY19,1940.0,OUT035
FDV09,2444.0,OUT045
FDA28,2056.0,OUT013
FDC38,1888.0,OUT018
FDL28,3696.0,OUT045
NCH43,3440.0,OUT049
NCN53,640.0,OUT045
NCW05,1808.0,OUT017
NCO30,2652.0,OUT018
FDT04,-1328.0,OUT019
FDB27,2796.0,OUT018
NCK07,2672.0,OUT013
NCA53,844.0,OUT013
FDB33,2292.0,OUT018
FDU37,1444.0,OUT017
FDR13,1992.0,OUT035
FDE45,2884.0,OUT049
FDV37,3264.0,OUT017
FDX44,-460.0,OUT019
NCL06,4180.0,OUT017
FDJ28,3048.0,OUT045
FDX55,3516.0,OUT049
NCK17,412.0,OUT018
FDH52,1096.0,OUT035
FDN13,3088.0,OUT027
FDK44,2460.0,OUT018
FDU16,1384.0,OUT046
FDZ07,1116.0,OUT017
NCN06,4036.0,OUT027
FDH02,-332.0,OUT010
NCW18,3752.0,OUT045
FDH57,2132.0,OUT013
FDV35,2496.0,OUT045
NCU29,2340.0,OUT013
NCP02,980.0,OUT046
FDN44,2620.0,OUT013
FDX03,508.0,OUT018
FDR11,632.0,OUT010
FDA36,2972.0,OUT046
FDP58,4884.0,OUT027
FDH31,1672.0,OUT045
FDH34,3028.0,OUT035
FDS13,4248.0,OUT035
FDT01,3152.0,OUT018
FDY09,2844.0,OUT049
FDV33,5564.0,OUT027
NCW29,176.0,OUT010
NCN17,1676.0,OUT045
FDX01,1972.0,OUT046
